id,mistake_type,mistake_category,description,root_cause_analysis,context_when_occurred,impact_severity,prevention_strategy,identified_at,resolved,description_clean,context_clean,root_cause_clean,prevention_clean,full_text,description_length,context_length,has_root_cause,has_prevention,has_traceback,has_exception,has_timeout,has_connection,has_file,has_permission,has_null,has_syntax,hour,day_of_week,is_business_hours,severity_encoded,is_resolved,mistake_category_clean,category_target,has_fix
91,runtime_error,,No active window found,,"{""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""}",low,,2025-11-08 16:47:56,0,No active window found,"{""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""}",,,"No active window found {""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""} ",22,123,0,0,0,0,0,0,1,0,0,0,16,5,1,1,0,unknown,unknown,0
90,runtime_error,,No active window found,,"{""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""}",low,,2025-11-08 16:47:51,0,No active window found,"{""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""}",,,"No active window found {""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""} ",22,123,0,0,0,0,0,0,1,0,0,0,16,5,1,1,0,unknown,unknown,0
89,runtime_error,,No active window found,,"{""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""}",low,,2025-11-08 16:47:46,0,No active window found,"{""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""}",,,"No active window found {""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""} ",22,123,0,0,0,0,0,0,1,0,0,0,16,5,1,1,0,unknown,unknown,0
88,runtime_error,,No active window found,,"{""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""}",low,,2025-11-08 16:47:41,0,No active window found,"{""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""}",,,"No active window found {""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""} ",22,123,0,0,0,0,0,0,1,0,0,0,16,5,1,1,0,unknown,unknown,0
87,runtime_error,,No active window found,,"{""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""}",low,,2025-11-08 16:47:36,0,No active window found,"{""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""}",,,"No active window found {""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""} ",22,123,0,0,0,0,0,0,1,0,0,0,16,5,1,1,0,unknown,unknown,0
86,runtime_error,,No active window found,,"{""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""}",low,,2025-11-08 16:47:31,0,No active window found,"{""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""}",,,"No active window found {""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""} ",22,123,0,0,0,0,0,0,1,0,0,0,16,5,1,1,0,unknown,unknown,0
85,runtime_error,,No active window found,,"{""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""}",low,,2025-11-08 16:47:26,0,No active window found,"{""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""}",,,"No active window found {""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""} ",22,123,0,0,0,0,0,0,1,0,0,0,16,5,1,1,0,unknown,unknown,0
84,runtime_error,,No active window found,,"{""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""}",low,,2025-11-08 16:47:21,0,No active window found,"{""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""}",,,"No active window found {""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""} ",22,123,0,0,0,0,0,0,1,0,0,0,16,5,1,1,0,unknown,unknown,0
83,runtime_error,,No active window found,,"{""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""}",low,,2025-11-08 16:47:16,0,No active window found,"{""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""}",,,"No active window found {""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""} ",22,123,0,0,0,0,0,0,1,0,0,0,16,5,1,1,0,unknown,unknown,0
82,runtime_error,,No active window found,,"{""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""}",low,,2025-11-08 16:47:11,0,No active window found,"{""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""}",,,"No active window found {""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""} ",22,123,0,0,0,0,0,0,1,0,0,0,16,5,1,1,0,unknown,unknown,0
81,runtime_error,,No active window found,,"{""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""}",low,,2025-11-08 16:47:06,0,No active window found,"{""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""}",,,"No active window found {""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""} ",22,123,0,0,0,0,0,0,1,0,0,0,16,5,1,1,0,unknown,unknown,0
80,runtime_error,,No active window found,,"{""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""}",low,,2025-11-08 16:47:01,0,No active window found,"{""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""}",,,"No active window found {""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""} ",22,123,0,0,0,0,0,0,1,0,0,0,16,5,1,1,0,unknown,unknown,0
79,runtime_error,,No active window found,,"{""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""}",low,,2025-11-08 16:46:56,0,No active window found,"{""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""}",,,"No active window found {""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""} ",22,123,0,0,0,0,0,0,1,0,0,0,16,5,1,1,0,unknown,unknown,0
78,runtime_error,,No active window found,,"{""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""}",low,,2025-11-08 16:46:51,0,No active window found,"{""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""}",,,"No active window found {""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""} ",22,123,0,0,0,0,0,0,1,0,0,0,16,5,1,1,0,unknown,unknown,0
77,runtime_error,,No active window found,,"{""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""}",low,,2025-11-08 16:46:46,0,No active window found,"{""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""}",,,"No active window found {""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""} ",22,123,0,0,0,0,0,0,1,0,0,0,16,5,1,1,0,unknown,unknown,0
76,runtime_error,,No active window found,,"{""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""}",low,,2025-11-08 16:46:41,0,No active window found,"{""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""}",,,"No active window found {""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""} ",22,123,0,0,0,0,0,0,1,0,0,0,16,5,1,1,0,unknown,unknown,0
75,runtime_error,,No active window found,,"{""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""}",low,,2025-11-08 16:46:36,0,No active window found,"{""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""}",,,"No active window found {""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""} ",22,123,0,0,0,0,0,0,1,0,0,0,16,5,1,1,0,unknown,unknown,0
74,runtime_error,,No active window found,,"{""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""}",low,,2025-11-08 16:46:31,0,No active window found,"{""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""}",,,"No active window found {""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""} ",22,123,0,0,0,0,0,0,1,0,0,0,16,5,1,1,0,unknown,unknown,0
73,runtime_error,,No active window found,,"{""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""}",low,,2025-11-08 16:46:26,0,No active window found,"{""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""}",,,"No active window found {""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""} ",22,123,0,0,0,0,0,0,1,0,0,0,16,5,1,1,0,unknown,unknown,0
72,runtime_error,,No active window found,,"{""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""}",low,,2025-11-08 16:46:21,0,No active window found,"{""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""}",,,"No active window found {""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""} ",22,123,0,0,0,0,0,0,1,0,0,0,16,5,1,1,0,unknown,unknown,0
71,runtime_error,,No active window found,,"{""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""}",low,,2025-11-08 16:46:16,0,No active window found,"{""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""}",,,"No active window found {""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""} ",22,123,0,0,0,0,0,0,1,0,0,0,16,5,1,1,0,unknown,unknown,0
70,runtime_error,,No active window found,,"{""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""}",low,,2025-11-08 16:46:11,0,No active window found,"{""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""}",,,"No active window found {""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""} ",22,123,0,0,0,0,0,0,1,0,0,0,16,5,1,1,0,unknown,unknown,0
69,runtime_error,,No active window found,,"{""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""}",low,,2025-11-08 16:46:06,0,No active window found,"{""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""}",,,"No active window found {""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""} ",22,123,0,0,0,0,0,0,1,0,0,0,16,5,1,1,0,unknown,unknown,0
68,runtime_error,,No active window found,,"{""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""}",low,,2025-11-08 16:46:01,0,No active window found,"{""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""}",,,"No active window found {""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""} ",22,123,0,0,0,0,0,0,1,0,0,0,16,5,1,1,0,unknown,unknown,0
67,runtime_error,,No active window found,,"{""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""}",low,,2025-11-08 16:45:56,0,No active window found,"{""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""}",,,"No active window found {""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""} ",22,123,0,0,0,0,0,0,1,0,0,0,16,5,1,1,0,unknown,unknown,0
66,runtime_error,,No active window found,,"{""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""}",low,,2025-11-08 16:45:51,0,No active window found,"{""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""}",,,"No active window found {""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""} ",22,123,0,0,0,0,0,0,1,0,0,0,16,5,1,1,0,unknown,unknown,0
65,runtime_error,,No active window found,,"{""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""}",low,,2025-11-08 16:45:46,0,No active window found,"{""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""}",,,"No active window found {""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""} ",22,123,0,0,0,0,0,0,1,0,0,0,16,5,1,1,0,unknown,unknown,0
64,runtime_error,,No active window found,,"{""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""}",low,,2025-11-08 16:45:41,0,No active window found,"{""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""}",,,"No active window found {""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""} ",22,123,0,0,0,0,0,0,1,0,0,0,16,5,1,1,0,unknown,unknown,0
63,runtime_error,,No active window found,,"{""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""}",low,,2025-11-08 16:45:36,0,No active window found,"{""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""}",,,"No active window found {""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""} ",22,123,0,0,0,0,0,0,1,0,0,0,16,5,1,1,0,unknown,unknown,0
62,runtime_error,,No active window found,,"{""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""}",low,,2025-11-08 16:45:31,0,No active window found,"{""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""}",,,"No active window found {""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""} ",22,123,0,0,0,0,0,0,1,0,0,0,16,5,1,1,0,unknown,unknown,0
61,runtime_error,,No active window found,,"{""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""}",low,,2025-11-08 16:45:26,0,No active window found,"{""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""}",,,"No active window found {""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""} ",22,123,0,0,0,0,0,0,1,0,0,0,16,5,1,1,0,unknown,unknown,0
60,runtime_error,,No active window found,,"{""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""}",low,,2025-11-08 16:45:21,0,No active window found,"{""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""}",,,"No active window found {""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""} ",22,123,0,0,0,0,0,0,1,0,0,0,16,5,1,1,0,unknown,unknown,0
59,runtime_error,,No active window found,,"{""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""}",low,,2025-11-08 16:45:16,0,No active window found,"{""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""}",,,"No active window found {""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""} ",22,123,0,0,0,0,0,0,1,0,0,0,16,5,1,1,0,unknown,unknown,0
58,runtime_error,,No active window found,,"{""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""}",low,,2025-11-08 16:45:11,0,No active window found,"{""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""}",,,"No active window found {""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""} ",22,123,0,0,0,0,0,0,1,0,0,0,16,5,1,1,0,unknown,unknown,0
57,runtime_error,,No active window found,,"{""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""}",low,,2025-11-08 16:45:06,0,No active window found,"{""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""}",,,"No active window found {""file"":""unknown"",""function"":""fetchActivity"",""component"":""ActivityMonitor"",""operation"":""fetch current activity"",""stack"":""""} ",22,123,0,0,0,0,0,0,1,0,0,0,16,5,1,1,0,unknown,unknown,0
